,Yr_Mo_Dy,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
5488,1976-01-11,14.12,11.67,11.25,9.54,16.62,10.92,19.12,18.46,16.38,14.62,19.0,26.71
5489,1976-01-12,12.58,12.12,11.67,6.92,14.25,8.29,16.42,10.88,14.33,10.88,17.41,23.5
5490,1976-01-13,13.79,14.46,10.63,4.83,8.46,5.63,11.46,9.83,11.5,9.08,16.46,18.29
5491,1976-01-14,9.13,8.87,8.67,4.79,9.13,5.21,11.92,8.96,10.96,10.46,16.75,22.04
5492,1976-01-15,2.92,7.41,4.67,2.04,4.92,2.88,8.38,5.75,8.29,7.46,11.21,16.54
5493,1976-01-16,1.63,4.33,4.29,0.21,1.17,0.96,8.25,1.17,5.17,4.46,6.38,14.5
5494,1976-01-17,5.13,7.38,3.67,0.63,5.71,2.25,3.42,4.63,4.38,4.33,10.54,14.04
5495,1976-01-18,16.5,15.09,11.46,7.54,12.83,8.12,13.83,12.29,12.58,12.71,18.88,25.0
5496,1976-01-19,19.79,21.0,16.88,11.96,20.83,12.96,20.75,18.66,19.41,16.25,25.75,30.63
5497,1976-01-20,24.25,23.5,17.58,15.34,26.25,16.75,25.96,21.29,22.5,21.79,29.33,40.12
5498,1976-01-21,18.54,19.17,12.5,11.17,21.46,14.71,20.79,19.33,18.63,18.58,23.54,32.55
5499,1976-01-22,20.58,19.7,15.67,10.71,20.12,14.29,21.67,18.54,20.17,18.71,22.83,29.29
5500,1976-01-23,22.54,18.41,13.88,10.83,16.46,9.0,14.12,12.58,12.92,10.0,20.21,23.54
5501,1976-01-24,19.92,17.25,19.08,8.96,10.0,8.08,13.29,8.5,12.38,12.46,22.13,32.91
5502,1976-01-25,16.96,10.34,17.46,5.83,7.71,5.13,10.21,3.0,9.5,7.75,14.0,23.58
5503,1976-01-26,11.96,7.62,11.0,6.54,7.25,5.09,11.46,7.21,10.0,9.04,12.87,20.88
5504,1976-01-27,13.13,12.04,9.13,4.04,9.96,6.04,9.25,7.08,8.08,6.87,11.21,13.79
5505,1976-01-28,20.3,11.34,20.79,12.21,12.29,11.08,16.71,7.41,16.5,18.08,6.54,21.34
5506,1976-01-29,26.0,18.71,27.12,15.87,21.75,20.21,23.13,21.87,22.21,20.12,21.87,29.33
5507,1976-01-30,21.17,14.37,26.08,12.33,17.46,16.83,23.5,19.12,18.63,16.29,17.88,34.25
5508,1976-01-31,11.46,9.5,17.67,4.88,6.96,4.67,18.21,8.92,11.63,7.96,8.54,22.13
5509,1976-02-01,9.04,6.13,12.04,3.04,3.83,1.58,11.58,5.54,5.66,6.17,8.0,13.79
5510,1976-02-02,10.96,10.96,14.33,3.88,6.46,4.08,11.21,8.58,7.33,7.46,10.54,17.33
5511,1976-02-03,13.37,10.96,15.37,4.88,9.83,5.09,10.58,8.63,8.79,5.91,7.04,15.34
5512,1976-02-04,11.42,10.54,17.41,6.04,8.75,6.58,13.62,9.67,11.21,9.46,10.46,22.5
5513,1976-02-05,11.46,11.87,14.0,4.33,7.21,3.08,12.79,7.87,11.12,10.75,9.04,18.79
5514,1976-02-06,8.42,12.46,4.33,2.04,6.46,1.96,4.58,5.46,7.12,4.79,9.29,11.96
5515,1976-02-07,16.75,16.08,12.04,9.17,14.04,9.5,9.5,10.88,13.62,9.87,17.21,18.08
5516,1976-02-08,10.5,12.71,9.75,4.42,7.79,4.88,11.17,7.58,9.21,7.33,15.12,13.88
5517,1976-02-09,16.46,19.08,16.83,8.71,15.79,11.29,16.17,16.83,16.58,15.71,27.58,28.71
5518,1976-02-10,14.46,19.75,11.25,7.54,13.92,7.41,15.16,11.96,13.04,11.21,23.16,22.58
5519,1976-02-11,16.88,18.46,10.67,8.5,16.79,7.17,17.12,12.67,13.29,10.83,21.87,23.87
5520,1976-02-12,18.63,19.95,15.21,11.87,19.0,11.63,17.41,15.34,15.12,12.21,17.79,22.21
5521,1976-02-13,12.12,7.25,14.04,5.63,5.09,2.37,8.79,3.21,4.38,3.54,5.83,8.38
5522,1976-02-14,6.96,7.08,6.96,2.75,3.54,3.92,4.25,7.41,7.96,6.04,13.5,16.96
5523,1976-02-15,8.0,12.46,13.33,5.0,6.38,4.08,9.42,4.96,6.67,6.63,6.0,11.12
5524,1976-02-16,11.67,9.83,10.88,3.33,6.75,2.75,8.5,5.54,6.42,5.41,8.54,11.42
5525,1976-02-17,9.04,11.34,7.79,2.75,9.13,5.75,4.38,8.25,8.21,6.42,14.71,14.88
5526,1976-02-18,5.29,11.25,5.13,1.17,6.17,2.21,2.92,5.58,4.88,2.37,11.34,12.54
5527,1976-02-19,16.04,19.33,12.0,4.92,12.71,7.38,10.08,10.13,10.34,5.58,13.92,16.25
5528,1976-02-20,17.25,21.84,14.42,9.59,15.25,10.41,12.25,13.54,13.29,10.0,17.54,22.13
5529,1976-02-21,12.62,13.79,12.83,7.25,9.59,5.09,10.17,7.0,10.63,8.87,11.04,13.96
5530,1976-02-22,18.16,18.84,15.46,10.83,13.88,11.71,12.08,14.67,15.92,16.92,22.71,25.25
5531,1976-02-23,14.46,7.79,14.37,7.12,6.54,3.79,11.29,6.29,8.17,6.5,10.34,14.62
5532,1976-02-24,5.66,8.38,8.75,4.88,7.58,5.21,13.29,14.62,11.38,10.63,21.04,25.58
5533,1976-02-25,10.08,11.46,14.33,5.04,8.58,6.21,14.17,13.33,13.7,13.79,19.79,22.67
5534,1976-02-26,4.42,7.29,5.88,2.0,3.88,1.83,8.46,7.0,7.12,6.08,14.25,15.37
5535,1976-02-27,7.25,10.71,6.42,4.58,7.04,3.17,5.75,6.58,7.71,6.79,11.5,11.29
5536,1976-02-28,8.54,10.54,9.46,4.92,7.5,5.29,6.71,8.04,10.58,9.96,14.75,16.83
5537,1976-02-29,10.41,10.79,11.08,5.96,8.58,6.21,11.71,10.58,10.34,10.17,17.16,22.29
5538,1976-03-01,6.13,4.79,3.42,3.21,7.5,2.5,6.5,3.67,5.54,4.04,7.75,11.42
5539,1976-03-02,7.96,7.75,7.5,4.0,8.92,5.37,6.96,5.25,7.79,5.79,8.87,11.46
5540,1976-03-03,7.62,12.46,9.62,5.09,8.83,4.54,10.04,8.33,10.21,8.42,15.54,13.29
5541,1976-03-04,11.92,14.92,10.34,6.75,12.08,6.96,7.87,12.12,11.67,11.75,17.62,19.12
5542,1976-03-05,15.5,19.38,9.83,9.38,18.0,13.83,11.54,15.12,16.25,15.83,17.75,23.96
5543,1976-03-06,21.0,18.54,21.17,10.25,20.21,15.0,20.79,12.75,16.79,14.33,16.29,23.91
5544,1976-03-07,20.25,21.17,17.37,8.33,19.08,10.83,14.33,13.04,12.17,12.71,15.09,20.96
5545,1976-03-08,10.88,13.92,5.91,3.29,11.46,3.25,7.54,7.0,8.08,6.75,11.67,9.29
5546,1976-03-09,20.0,16.38,10.75,6.83,14.92,9.08,7.58,9.42,12.17,8.38,16.5,20.08
5547,1976-03-10,23.96,18.71,18.46,12.04,18.75,11.75,12.71,13.67,16.46,15.92,17.83,22.92
5548,1976-03-11,14.83,9.13,13.0,8.17,9.96,6.79,11.34,9.46,11.0,11.87,11.58,16.04
5549,1976-03-12,25.33,24.04,19.67,11.12,20.21,13.96,15.92,17.92,15.37,13.13,16.71,21.71
5550,1976-03-13,19.04,15.09,14.29,8.25,11.25,6.29,12.0,7.83,8.38,7.33,11.42,11.17
5551,1976-03-14,12.87,14.83,12.21,6.5,13.13,9.0,15.37,11.92,13.21,14.04,16.5,24.25
5552,1976-03-15,3.71,8.5,3.17,0.67,4.0,1.33,9.59,6.04,7.87,7.29,10.21,19.0
5553,1976-03-16,8.21,9.54,9.33,3.83,9.21,3.88,10.79,7.41,10.54,8.25,11.63,17.16
5554,1976-03-17,7.5,5.29,9.25,2.62,3.0,0.83,8.04,2.21,4.54,6.08,5.63,8.17
5555,1976-03-18,16.88,16.62,13.46,5.58,13.62,6.38,11.12,11.42,10.67,7.54,12.08,11.79
5556,1976-03-19,13.46,10.96,18.29,8.5,11.79,10.88,14.58,11.42,13.92,13.21,13.04,26.12
5557,1976-03-20,19.29,18.0,22.67,14.92,16.92,14.09,16.88,14.12,19.83,19.67,20.04,29.17
5558,1976-03-21,9.54,10.21,7.58,3.67,8.33,3.88,6.83,6.21,7.75,8.54,9.38,11.21
5559,1976-03-22,12.33,5.37,11.46,5.13,3.83,1.79,5.71,2.5,6.92,4.71,9.83,10.0
5560,1976-03-23,8.83,11.83,7.83,4.83,10.17,6.34,5.96,7.12,11.25,8.54,12.54,20.17
5561,1976-03-24,11.83,12.96,13.13,6.46,11.92,6.46,12.96,10.79,12.87,12.0,15.41,18.79
5562,1976-03-25,18.46,17.75,18.88,8.96,19.83,10.34,15.29,11.54,15.96,10.96,17.58,16.96
5563,1976-03-26,13.92,17.21,13.04,9.0,17.29,10.0,16.58,14.04,15.59,14.21,23.0,24.41
5564,1976-03-27,14.25,14.62,14.54,9.13,20.46,12.17,20.88,17.75,20.83,18.41,23.21,28.58
5565,1976-03-28,17.21,16.13,18.16,9.17,17.04,13.04,18.71,17.5,19.67,19.75,24.41,31.2
5566,1976-03-29,16.17,14.54,13.83,9.92,17.16,11.12,17.0,14.0,16.04,15.67,20.3,26.25
5567,1976-03-30,14.29,12.83,12.21,9.17,16.71,8.5,15.63,13.54,15.12,13.79,17.41,20.46
5568,1976-03-31,14.96,14.21,13.13,9.92,16.71,10.41,17.0,12.67,16.21,16.96,20.54,25.0
5569,1976-04-01,7.58,9.21,7.33,3.96,7.96,3.37,6.87,4.0,7.75,7.58,10.37,13.67
5570,1976-04-02,17.88,12.17,13.08,7.79,10.67,5.41,10.79,7.87,9.17,9.67,16.17,18.63
5571,1976-04-03,14.96,12.17,12.83,6.67,13.13,8.08,12.87,10.96,13.5,14.33,17.79,25.5
5572,1976-04-04,10.67,9.5,8.5,5.46,10.63,5.66,12.21,8.92,12.08,10.58,14.79,18.08
5573,1976-04-05,13.79,8.21,9.42,8.0,13.04,8.46,16.38,14.29,14.62,13.79,16.33,23.91
5574,1976-04-06,20.96,10.37,8.54,7.75,14.37,7.79,14.71,13.42,13.21,14.75,14.33,19.92
5575,1976-04-07,13.21,12.25,15.09,6.79,12.04,5.58,10.63,8.04,9.29,10.58,11.08,13.79
5576,1976-04-08,7.54,3.54,7.87,2.62,4.5,2.04,7.21,4.25,5.79,5.58,8.54,13.96
5577,1976-04-09,5.96,2.17,5.13,2.08,3.79,1.33,6.0,3.33,5.79,5.17,9.79,13.67
5578,1976-04-10,11.5,11.67,11.17,5.33,8.54,7.46,10.34,15.87,13.08,12.87,27.0,23.33
5579,1976-04-11,16.88,14.5,16.71,8.21,10.13,5.88,11.34,7.5,9.79,7.96,13.75,14.88
5580,1976-04-12,12.75,9.46,15.46,6.04,5.88,2.54,8.29,4.17,8.04,6.75,12.79,10.41
5581,1976-04-13,20.91,16.46,14.09,10.04,15.87,12.17,15.0,15.83,15.5,15.25,22.54,25.04
5582,1976-04-14,27.84,21.37,20.38,13.79,17.79,12.92,17.67,15.5,15.79,17.58,20.46,26.87
5583,1976-04-15,14.71,10.13,15.96,6.29,8.38,4.83,8.79,4.96,8.63,8.08,9.5,11.96
5584,1976-04-16,6.5,2.67,4.79,1.5,5.5,0.58,6.46,2.54,5.91,4.17,11.17,15.87
5585,1976-04-17,4.92,3.96,5.13,1.54,5.46,3.33,9.42,4.96,8.5,6.83,12.79,16.17
5586,1976-04-18,4.33,0.54,5.75,0.63,2.5,0.21,5.63,1.46,2.13,1.42,7.96,7.17
5587,1976-04-19,11.29,8.42,11.54,1.46,4.46,1.38,5.88,5.29,7.58,5.71,6.34,9.25
5588,1976-04-20,13.88,10.67,10.63,3.29,6.13,4.21,8.0,6.75,9.21,7.92,9.13,15.5
5589,1976-04-21,17.71,11.0,13.37,5.83,9.25,9.59,8.83,11.21,11.04,8.42,11.96,12.42
5590,1976-04-22,16.04,12.25,16.42,6.83,10.41,10.17,14.79,10.21,11.42,8.38,11.5,15.29
5591,1976-04-23,10.29,7.25,14.37,4.12,6.25,3.67,9.96,6.21,6.38,4.63,9.83,7.5
5592,1976-04-24,5.88,3.33,14.96,4.38,4.42,3.33,9.87,3.63,6.25,3.67,8.75,5.71
5593,1976-04-25,8.96,3.67,17.71,4.71,4.79,5.0,11.25,5.75,8.38,7.54,11.54,5.96
5594,1976-04-26,11.38,5.21,17.25,5.13,5.91,6.0,8.25,5.54,8.33,6.25,11.75,8.21
5595,1976-04-27,12.21,6.34,14.79,5.88,7.04,5.21,9.59,5.04,7.33,4.75,7.29,9.21
5596,1976-04-28,9.92,7.29,11.34,2.71,5.75,3.08,7.29,4.21,5.96,3.79,6.87,6.63
5597,1976-04-29,6.04,3.79,5.75,1.87,3.46,0.29,3.54,1.42,1.25,3.17,7.58,11.25
5598,1976-04-30,9.29,5.17,5.04,1.0,3.08,0.58,5.54,3.25,4.46,3.17,13.33,8.83
5599,1976-05-01,16.66,13.46,13.04,7.17,13.13,8.46,11.96,11.17,10.71,10.54,18.29,19.29
5600,1976-05-02,14.79,12.08,13.54,6.87,12.71,8.33,12.38,9.42,11.75,7.96,17.12,18.71
5601,1976-05-03,17.83,13.75,11.75,10.08,16.46,9.96,14.96,10.96,13.88,13.25,17.92,15.87
5602,1976-05-04,7.41,2.25,8.54,2.79,3.29,1.83,7.08,3.63,4.46,4.38,9.33,8.12
5603,1976-05-05,8.96,7.41,6.54,2.46,4.12,2.75,5.54,4.0,6.08,3.88,13.29,9.54
5604,1976-05-06,5.66,3.5,12.46,1.54,2.25,1.92,5.66,3.5,7.92,6.75,10.17,11.42
5605,1976-05-07,8.29,9.54,6.17,2.67,5.71,4.29,5.33,6.54,6.79,6.0,13.83,11.21
5606,1976-05-08,9.46,7.92,7.67,2.75,5.54,3.37,7.25,9.04,6.58,7.21,19.75,16.54
5607,1976-05-09,9.96,8.25,6.79,3.96,5.46,3.88,4.33,6.29,6.5,5.63,11.17,13.17
5608,1976-05-10,12.33,11.34,10.21,6.38,10.71,6.29,11.25,8.0,9.46,8.58,16.17,17.79
5609,1976-05-11,16.04,13.75,12.83,8.17,14.92,9.62,14.17,11.58,14.09,11.42,18.91,11.96
5610,1976-05-12,25.17,15.63,15.67,12.67,19.41,13.04,16.29,13.37,14.96,14.04,19.41,23.71
5611,1976-05-13,11.58,9.29,11.04,5.33,6.34,6.17,8.96,9.21,10.46,9.21,15.63,14.17
5612,1976-05-14,21.0,16.54,17.83,11.0,13.92,11.12,13.37,11.29,15.63,16.29,23.33,21.12
5613,1976-05-15,18.41,14.37,18.84,8.96,14.04,8.75,13.25,8.08,13.75,12.38,13.92,15.41
5614,1976-05-16,23.63,21.34,20.79,11.83,15.96,11.96,16.5,15.79,16.75,18.46,23.21,24.13
5615,1976-05-17,19.17,11.5,20.08,10.79,9.25,4.83,13.88,8.5,10.79,8.71,12.21,14.88
5616,1976-05-18,7.62,6.21,8.46,3.25,4.29,2.29,7.04,4.0,6.0,4.25,7.04,7.38
5617,1976-05-19,12.21,11.83,7.67,3.63,7.58,3.08,7.08,2.62,5.09,3.54,6.13,4.5
5618,1976-05-20,14.17,8.63,8.25,6.79,10.71,6.25,8.38,6.17,8.42,7.04,12.54,9.08
5619,1976-05-21,15.37,15.16,12.17,5.88,10.37,7.62,9.83,9.13,11.21,11.21,18.41,17.46
5620,1976-05-22,13.62,14.21,13.0,7.58,10.17,8.96,10.54,9.08,13.21,9.25,18.71,16.58
5621,1976-05-23,14.17,16.38,11.79,8.5,14.04,10.5,9.5,11.83,15.54,11.0,19.0,20.88
5622,1976-05-24,15.5,15.21,12.83,7.71,15.46,9.42,11.08,11.63,15.34,12.12,21.54,25.04
5623,1976-05-25,13.46,10.71,7.87,6.34,11.54,7.41,10.0,9.21,10.46,9.83,17.12,16.54
5624,1976-05-26,7.38,7.08,5.88,1.92,2.17,0.83,7.12,2.37,5.0,3.88,9.67,10.0
5625,1976-05-27,6.79,11.54,8.0,2.5,5.83,2.42,3.29,2.58,4.75,2.67,13.33,5.29
5626,1976-05-28,9.13,8.67,5.13,2.62,9.33,3.5,4.63,5.0,8.04,6.04,10.21,11.04
5627,1976-05-29,11.83,10.0,10.25,2.79,7.0,3.83,3.33,6.42,6.29,4.58,12.29,6.0
5628,1976-05-30,15.92,13.42,14.09,6.63,13.0,6.54,8.29,10.13,11.79,7.54,17.54,12.71
5629,1976-05-31,9.96,11.42,10.41,3.29,9.75,5.09,6.29,6.75,9.25,5.88,11.5,9.42
5630,1976-06-01,13.04,8.83,10.79,7.21,10.83,6.96,12.92,8.25,9.96,10.92,11.34,14.75
5631,1976-06-02,5.37,3.25,6.54,2.04,2.13,0.04,4.29,1.5,3.83,2.5,6.34,6.79
5632,1976-06-03,5.58,5.04,6.13,1.13,1.54,0.71,3.04,1.42,2.88,1.71,7.0,5.09
5633,1976-06-04,8.04,10.21,10.29,3.42,4.12,4.0,5.75,8.0,6.79,5.63,14.88,11.83
5634,1976-06-05,8.71,10.37,13.08,3.21,4.17,4.88,6.5,10.5,9.33,8.5,16.58,16.04
5635,1976-06-06,6.96,10.88,11.46,4.04,4.96,5.21,7.87,9.79,8.83,8.21,17.79,14.37
5636,1976-06-07,11.29,13.37,6.83,3.83,10.21,6.67,5.54,5.13,8.38,5.75,11.34,9.71
5637,1976-06-08,12.83,13.54,12.83,7.08,9.29,9.33,7.75,9.13,10.54,9.13,13.54,12.54
5638,1976-06-09,14.17,13.92,14.21,7.71,13.62,9.59,10.83,10.25,12.42,10.17,17.88,16.79
5639,1976-06-10,12.33,14.21,12.87,7.33,12.33,9.75,10.83,10.46,11.42,9.62,19.08,18.12
5640,1976-06-11,19.04,16.79,16.38,9.38,11.79,11.5,10.63,13.25,14.04,12.5,20.67,19.67
5641,1976-06-12,11.25,9.75,13.96,5.0,10.21,7.33,13.13,11.75,11.17,10.13,19.62,21.34
5642,1976-06-13,12.21,11.54,13.08,6.46,9.13,8.12,10.79,12.46,10.37,11.04,20.33,20.83
5643,1976-06-14,7.75,7.17,10.71,4.0,6.04,6.0,11.92,5.91,10.13,6.58,16.21,18.46
5644,1976-06-15,7.79,7.46,10.21,1.25,3.04,2.83,9.79,7.58,7.71,5.29,13.75,15.0
5645,1976-06-16,8.75,7.12,8.87,3.83,4.04,4.42,3.37,4.38,5.91,3.21,9.13,6.54
5646,1976-06-17,12.79,7.75,8.25,4.04,5.5,4.46,7.0,5.71,7.75,5.37,13.37,8.75
5647,1976-06-18,14.09,9.62,11.79,6.21,10.75,8.63,11.67,9.21,10.37,10.5,15.34,19.79
5648,1976-06-19,2.92,2.5,5.29,3.67,5.21,5.09,11.08,6.17,9.33,6.63,14.46,20.33
5649,1976-06-20,7.83,6.92,8.42,4.08,4.75,4.17,9.96,4.58,7.75,6.5,9.04,14.54
5650,1976-06-21,10.79,11.96,11.04,5.33,8.21,8.17,7.12,7.0,10.37,8.0,12.75,12.92
5651,1976-06-22,13.88,14.21,11.0,8.67,12.83,9.83,8.96,7.33,12.83,10.83,10.04,12.96
5652,1976-06-23,10.41,12.33,11.04,6.46,9.67,8.29,10.04,9.38,11.04,10.17,18.75,13.67
5653,1976-06-24,10.54,13.25,11.46,7.12,10.71,9.46,10.37,10.96,12.58,8.79,20.46,15.34
5654,1976-06-25,6.0,11.04,5.46,3.46,8.46,6.17,7.0,5.33,7.12,5.21,7.79,5.04
5655,1976-06-26,7.29,6.04,9.17,2.62,6.17,5.09,7.41,7.46,8.0,6.67,15.16,13.67
5656,1976-06-27,4.46,3.83,4.92,1.96,3.21,2.67,3.42,7.08,5.37,4.88,16.5,20.25
5657,1976-06-28,4.33,1.92,5.46,2.08,2.21,1.54,5.58,2.5,3.21,3.04,8.63,6.04
5658,1976-06-29,5.29,1.0,6.38,1.75,1.63,0.54,5.58,2.25,4.21,2.92,9.5,6.54
5659,1976-06-30,8.96,1.38,11.04,3.21,4.25,3.21,6.04,3.67,6.87,4.12,8.25,9.29
5660,1976-07-01,8.5,1.75,6.58,2.13,2.75,2.21,5.37,2.04,5.88,4.5,4.96,10.63
5661,1976-07-02,9.5,4.21,5.71,2.67,3.0,1.92,4.67,3.5,5.29,3.37,5.96,4.96
5662,1976-07-03,5.66,6.0,5.71,2.37,2.21,1.54,4.88,3.0,5.41,2.96,7.5,7.17
5663,1976-07-04,4.96,5.96,4.75,3.79,5.04,3.21,4.08,2.46,6.79,4.08,7.21,8.42
5664,1976-07-05,8.12,7.21,5.21,3.17,6.17,2.67,1.54,4.17,4.83,1.67,7.87,5.09
5665,1976-07-06,5.91,3.79,8.71,3.0,1.58,1.29,4.12,2.96,5.21,2.37,8.08,6.63
5666,1976-07-07,3.04,2.0,5.58,1.67,1.29,0.29,5.5,0.92,5.58,2.88,4.12,4.17
5667,1976-07-08,9.04,8.75,6.54,4.67,7.5,5.09,4.29,3.42,6.21,4.67,5.37,7.83
5668,1976-07-09,14.58,14.12,13.08,6.29,14.21,7.96,10.34,10.46,11.42,8.58,17.33,11.79
5669,1976-07-10,18.08,16.17,12.46,9.67,15.67,11.67,9.13,9.59,13.67,11.75,21.21,16.08
5670,1976-07-11,11.92,9.29,9.21,6.83,11.0,8.46,9.33,5.54,10.41,9.08,10.37,16.66
5671,1976-07-12,8.17,9.25,7.46,6.34,8.29,5.83,5.75,6.75,8.71,6.5,10.83,11.63
5672,1976-07-13,15.75,15.12,12.54,7.08,15.71,9.46,9.04,7.0,10.83,8.58,9.29,11.08
5673,1976-07-14,11.46,11.17,10.88,6.42,10.41,7.87,10.34,7.58,9.96,8.87,16.58,13.7
5674,1976-07-15,12.62,9.67,13.5,6.67,11.21,8.17,10.08,6.79,11.58,8.67,11.71,14.67
5675,1976-07-16,7.17,7.79,7.46,2.37,9.87,4.58,6.54,6.83,7.5,5.13,14.58,15.0
5676,1976-07-17,8.33,9.29,8.25,2.92,7.46,4.21,5.79,5.58,7.87,4.63,12.33,10.75
5677,1976-07-18,14.92,13.13,13.88,8.25,13.13,9.42,10.25,10.54,12.21,13.5,16.38,14.96
5678,1976-07-19,9.87,7.41,8.92,5.04,9.67,5.83,9.96,5.91,8.5,8.46,10.5,15.79
5679,1976-07-20,11.71,8.33,8.54,5.75,9.04,6.08,8.83,5.21,8.83,8.63,10.17,16.75
5680,1976-07-21,9.13,6.29,7.96,3.92,6.67,4.12,7.92,3.67,7.29,6.42,8.42,11.83
5681,1976-07-22,6.42,4.21,5.75,2.21,3.37,2.54,5.63,2.75,5.29,3.83,8.17,11.67
5682,1976-07-23,8.46,6.46,7.25,4.42,5.96,3.79,8.96,3.79,7.04,6.13,8.08,12.75
5683,1976-07-24,10.08,8.67,7.96,4.17,6.42,4.25,6.58,3.42,7.33,6.17,8.92,11.71
5684,1976-07-25,9.25,9.54,7.0,3.92,4.75,4.5,5.58,3.67,7.17,6.46,10.25,10.71
5685,1976-07-26,6.21,5.41,7.41,4.0,3.71,2.08,5.09,3.08,6.5,6.13,6.67,9.54
5686,1976-07-27,8.87,6.17,7.38,4.04,4.33,2.75,4.92,3.33,7.12,6.58,8.5,12.54
5687,1976-07-28,7.58,6.38,8.25,4.38,7.62,4.42,5.5,6.08,7.08,6.71,10.79,13.13
5688,1976-07-29,10.34,6.04,5.96,4.88,7.5,4.38,9.25,6.63,8.08,7.71,11.17,17.0
5689,1976-07-30,13.04,9.54,8.12,6.25,10.96,6.83,9.87,6.63,9.42,8.25,13.7,19.55
5690,1976-07-31,11.63,8.29,8.29,4.29,8.38,5.33,7.71,5.91,7.17,7.96,11.17,15.09
5691,1976-08-01,13.0,8.38,8.63,5.83,12.92,8.25,13.0,9.42,10.58,11.34,14.21,20.25
5692,1976-08-02,8.83,7.21,7.83,4.92,9.75,6.96,10.58,7.29,9.29,9.59,11.71,19.95
5693,1976-08-03,5.54,5.0,5.79,4.79,5.13,3.58,5.91,2.71,6.79,6.29,7.38,10.88
5694,1976-08-04,7.33,3.04,5.58,3.29,3.54,3.63,6.75,3.88,5.0,5.25,8.79,13.59
5695,1976-08-05,4.71,2.13,5.83,2.54,4.38,2.75,4.92,3.37,4.92,3.04,9.96,13.5
5696,1976-08-06,6.04,3.88,5.41,2.21,3.92,2.92,3.46,2.0,4.38,2.29,8.42,10.58
5697,1976-08-07,6.75,3.79,6.17,2.33,3.5,2.54,3.08,1.0,4.54,4.25,4.63,7.54
5698,1976-08-08,4.33,1.17,8.83,2.25,3.25,1.5,1.67,1.17,1.54,1.17,4.54,4.12
5699,1976-08-09,5.04,2.71,7.04,2.04,4.08,1.38,1.67,0.63,2.42,0.96,3.04,3.67
5700,1976-08-10,5.5,2.71,4.46,1.42,2.58,1.75,2.67,2.62,3.42,3.58,8.96,4.67
5701,1976-08-11,6.25,6.96,6.21,3.04,5.83,3.96,4.71,5.37,4.38,4.83,14.0,12.0
5702,1976-08-12,6.63,6.25,5.83,3.04,4.29,3.42,1.46,2.62,4.21,3.17,5.91,7.25
5703,1976-08-13,8.25,3.29,9.08,1.92,3.5,1.5,2.42,0.87,3.96,1.71,4.54,5.33
5704,1976-08-14,7.29,2.67,14.5,1.96,3.13,2.54,3.79,2.42,7.33,4.58,6.38,8.71
5705,1976-08-15,4.21,1.46,8.54,1.13,0.92,1.75,3.42,1.46,3.46,4.21,1.87,7.12
5706,1976-08-16,5.46,3.75,5.96,1.38,2.75,2.42,1.87,0.67,2.79,1.25,3.08,6.67
5707,1976-08-17,7.17,6.21,6.21,2.0,4.92,3.17,2.0,3.0,4.96,1.96,4.63,6.58
5708,1976-08-18,4.67,4.96,9.62,1.33,4.12,4.04,4.38,3.08,7.62,4.25,4.5,11.21
5709,1976-08-19,7.17,4.5,9.71,2.0,3.21,2.58,3.0,4.12,8.38,5.96,7.12,7.67
5710,1976-08-20,9.83,10.41,11.08,2.0,2.83,2.79,4.04,3.54,6.83,4.58,5.88,8.46
5711,1976-08-21,11.42,12.12,9.92,2.96,4.54,5.33,6.87,4.58,7.12,5.63,7.29,9.0
5712,1976-08-22,15.34,10.92,9.59,4.75,6.83,8.04,7.08,6.92,10.21,7.92,8.33,13.08
5713,1976-08-23,9.75,6.58,6.79,3.37,2.5,5.09,5.79,4.92,9.59,5.75,5.25,15.25
5714,1976-08-24,5.96,4.42,7.04,4.29,4.88,5.54,6.04,3.33,7.21,5.46,4.42,8.71
5715,1976-08-25,4.38,2.54,4.12,0.92,2.13,1.96,4.12,0.79,1.83,0.87,3.5,3.92
5716,1976-08-26,4.17,2.08,14.46,3.58,3.63,2.83,3.88,2.08,3.46,1.0,7.83,4.63
5717,1976-08-27,7.33,4.96,17.41,5.33,5.37,4.88,8.87,2.83,6.58,3.42,9.25,4.5
5718,1976-08-28,9.46,6.83,20.75,5.09,6.17,5.13,13.59,4.83,9.08,7.12,9.17,12.25
5719,1976-08-29,10.17,8.21,15.04,5.41,6.75,5.17,9.67,5.13,7.92,6.13,7.96,8.87
5720,1976-08-30,15.46,10.92,13.88,6.58,8.25,6.92,9.21,4.46,8.83,7.58,9.21,11.38
5721,1976-08-31,9.42,6.29,7.71,3.71,5.96,4.96,8.63,3.13,5.71,4.25,7.71,11.25
5722,1976-09-01,11.87,11.0,7.38,6.87,7.75,8.33,10.34,6.46,10.17,9.29,12.75,19.55
5723,1976-09-02,14.75,13.46,16.17,7.79,7.79,7.67,11.63,6.5,10.13,10.54,12.92,21.84
5724,1976-09-03,9.83,4.79,8.12,4.75,4.29,5.79,10.04,3.71,8.71,5.63,8.83,15.16
5725,1976-09-04,8.92,4.04,5.88,3.79,3.0,5.37,8.08,3.21,7.25,6.04,7.54,14.0
5726,1976-09-05,4.54,4.29,5.17,1.75,1.0,2.33,3.79,1.83,4.12,4.08,5.46,10.17
5727,1976-09-06,3.42,3.0,2.96,1.63,0.87,0.96,4.46,0.87,2.25,2.25,5.96,12.75
