,Location,Period,Indicator,Dim1,First Tooltip
23844,Poland,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,7.55 [7.39-7.72]
23845,Poland,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,8.23 [8.03-8.43]
23846,Poland,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,6.84 [6.67-7.01]
23847,Poland,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,7.82 [7.66-7.98]
23848,Poland,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,8.55 [8.36-8.75]
23849,Poland,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,7.05 [6.89-7.22]
23850,Poland,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.11 [7.94-8.3]
23851,Poland,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,8.86 [8.66-9.08]
23852,Poland,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,7.32 [7.15-7.51]
23853,Poland,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.43 [8.26-8.62]
23854,Poland,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,9.2 [8.99-9.42]
23855,Poland,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,7.62 [7.44-7.81]
23856,Poland,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.81 [8.63-9]
23857,Poland,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,9.64 [9.42-9.86]
23858,Poland,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,7.94 [7.75-8.13]
23859,Poland,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.3 [9.09-9.51]
23860,Poland,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.17 [9.92-10.42]
23861,Poland,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.39 [8.19-8.6]
23862,Poland,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.96 [9.72-10.19]
23863,Poland,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.89 [10.62-11.16]
23864,Poland,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.98 [8.74-9.2]
23865,Poland,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,10.84 [10.56-11.09]
23866,Poland,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,11.84 [11.53-12.14]
23867,Poland,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,9.78 [9.51-10.04]
23868,Poland,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,11.99 [11.74-12.24]
23869,Poland,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,13.11 [12.82-13.41]
23870,Poland,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,10.81 [10.55-11.06]
23871,Poland,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,13.3 [13-13.63]
23872,Poland,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,14.59 [14.25-14.96]
23873,Poland,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,11.95 [11.65-12.27]
23874,Poland,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,14.49 [14.13-14.91]
23875,Poland,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,15.91 [15.5-16.38]
23876,Poland,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,13 [12.65-13.39]
23877,Poland,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,15.34 [15.01-15.69]
23878,Poland,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,16.88 [16.5-17.28]
23879,Poland,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,13.72 [13.4-14.07]
23880,Poland,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,15.94 [15.58-16.29]
23881,Poland,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,17.64 [17.23-18.05]
23882,Poland,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,14.16 [13.82-14.5]
23883,Poland,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,16.45 [16.08-16.8]
23884,Poland,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,18.27 [17.84-18.68]
23885,Poland,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,14.53 [14.18-14.88]
23886,Poland,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,16.92 [16.56-17.29]
23887,Poland,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,18.88 [18.46-19.3]
23888,Poland,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,14.87 [14.52-15.21]
23889,Poland,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,17.38 [17-17.76]
23890,Poland,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,19.45 [19-19.89]
23891,Poland,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,15.21 [14.86-15.58]
23892,Poland,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,17.84 [17.48-18.2]
23893,Poland,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,20.03 [19.6-20.45]
23894,Poland,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,15.55 [15.2-15.9]
23895,Poland,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,18.34 [17.94-18.74]
23896,Poland,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,20.62 [20.15-21.08]
23897,Poland,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,15.94 [15.57-16.31]
23898,Poland,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,18.91 [18.51-19.31]
23899,Poland,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,21.27 [20.8-21.73]
23900,Poland,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,16.45 [16.07-16.82]
23901,Poland,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,19.58 [19.16-20]
23902,Poland,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,22 [21.51-22.48]
23903,Poland,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,17.05 [16.66-17.44]
23904,Poland,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,20.34 [19.9-20.79]
23905,Poland,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,22.86 [22.35-23.38]
23906,Poland,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,17.69 [17.28-18.11]
23907,Poland,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,21.16 [20.73-21.6]
23908,Poland,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,23.79 [23.29-24.32]
23909,Poland,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,18.4 [17.99-18.81]
23910,Poland,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,21.96 [21.49-22.46]
23911,Poland,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,24.76 [24.21-25.35]
23912,Poland,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,19.02 [18.59-19.48]
23913,Poland,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,22.66 [22.19-23.14]
23914,Poland,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,25.6 [25.05-26.16]
23915,Poland,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,19.57 [19.14-20.02]
23916,Poland,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,23.29 [22.79-23.77]
23917,Poland,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,26.42 [25.83-26.99]
23918,Poland,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,20 [19.55-20.45]
23919,Poland,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,23.95 [23.41-24.48]
23920,Poland,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,27.23 [26.6-27.84]
23921,Poland,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,20.51 [20.03-20.99]
23922,Poland,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,24.7 [24.2-25.22]
23923,Poland,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,28.12 [27.51-28.73]
23924,Poland,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,21.13 [20.66-21.6]
23925,Poland,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,25.49 [24.94-26.07]
23926,Poland,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,29.01 [28.36-29.68]
23927,Poland,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,21.79 [21.28-22.32]
23928,Poland,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,26.23 [25.68-26.81]
23929,Poland,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,29.79 [29.14-30.48]
23930,Poland,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,22.49 [21.99-23.02]
23931,Poland,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,26.98 [26.4-27.56]
23932,Poland,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,30.58 [29.9-31.26]
23933,Poland,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,23.19 [22.67-23.73]
23934,Poland,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,27.86 [27.22-28.47]
23935,Poland,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,31.55 [30.81-32.27]
23936,Poland,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,23.97 [23.4-24.53]
23937,Poland,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,28.98 [28.31-29.61]
23938,Poland,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,32.78 [32-33.51]
23939,Poland,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,24.98 [24.38-25.56]
23940,Poland,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,30.45 [29.72-31.13]
23941,Poland,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,34.51 [33.66-35.32]
23942,Poland,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,26.19 [25.52-26.81]
23943,Poland,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,32.35 [31.67-33.04]
23944,Poland,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,36.57 [35.79-37.36]
23945,Poland,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,27.91 [27.28-28.56]
23946,Poland,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,34.43 [33.68-35.27]
23947,Poland,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,38.78 [37.91-39.76]
23948,Poland,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,29.88 [29.17-30.64]
23949,Poland,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,36.24 [35.41-37.2]
23950,Poland,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,40.68 [39.73-41.8]
23951,Poland,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,31.57 [30.81-32.44]
23952,Poland,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,37.55 [36.78-38.34]
23953,Poland,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,42.13 [41.23-43.04]
23954,Poland,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,32.74 [32.01-33.47]
23955,Poland,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,38.78 [37.87-39.64]
23956,Poland,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,43.44 [42.39-44.43]
23957,Poland,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,33.87 [33.04-34.66]
23958,Poland,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,40.46 [39.49-41.37]
23959,Poland,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,45.35 [44.23-46.4]
23960,Poland,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,35.33 [34.45-36.16]
23961,Poland,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,42.78 [41.82-43.68]
23962,Poland,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,47.93 [46.81-48.97]
23963,Poland,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,37.37 [36.5-38.21]
23964,Poland,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,45.65 [44.65-46.63]
23965,Poland,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,51.07 [49.92-52.19]
23966,Poland,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,39.96 [39.03-40.87]
23967,Poland,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,48.94 [47.94-50.03]
23968,Poland,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,54.55 [53.4-55.79]
23969,Poland,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,43.06 [42.13-44.07]
23970,Poland,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,52.49 [51.39-53.78]
23971,Poland,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,58.44 [57.16-59.88]
23972,Poland,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,46.26 [45.22-47.45]
23973,Poland,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,56.13 [54.96-57.33]
23974,Poland,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,62.16 [60.84-63.52]
23975,Poland,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,49.8 [48.72-50.91]
23976,Poland,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,60.1 [58.66-61.42]
23977,Poland,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,66.34 [64.72-67.84]
23978,Poland,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,53.54 [52.22-54.78]
23979,Poland,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,65.12 [63.45-66.57]
23980,Poland,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,71.9 [70.05-73.56]
23981,Poland,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,57.98 [56.46-59.32]
23982,Poland,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,71.44 [69.97-72.97]
23983,Poland,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,78.42 [76.75-80.11]
23984,Poland,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,64.12 [62.76-65.52]
23985,Poland,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,78.15 [76.36-80.24]
23986,Poland,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,86.03 [84.04-88.39]
23987,Poland,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,69.87 [68.24-71.77]
23988,Poland,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,83.88 [82.06-85.98]
23989,Poland,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,91.94 [89.93-94.27]
23990,Poland,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,75.41 [73.71-77.31]
23991,Poland,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,88.6 [86.76-90.49]
23992,Poland,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,97.2 [95.17-99.32]
23993,Poland,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,79.57 [77.9-81.3]
23994,Poland,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,93.28 [91.01-95.37]
23995,Poland,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,102.5 [99.96-104.8]
23996,Poland,1955,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,83.61 [81.58-85.52]
23997,Poland,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,98.59 [96.41-100.7]
23998,Poland,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,108.2 [105.7-110.5]
23999,Poland,1954,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,88.53 [86.55-90.46]
24000,Poland,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,104.4 [102.1-106.7]
24001,Poland,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,114.5 [111.9-117.1]
24002,Poland,1953,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,93.86 [91.79-95.96]
24003,Poland,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,110.4 [108-113]
24004,Poland,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,120.8 [118.1-123.7]
24005,Poland,1952,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,99.44 [97.23-101.8]
24006,Poland,1951,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,115.6 [112.9-118.5]
24007,Poland,1951,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,126.2 [123.3-129.4]
24008,Poland,1951,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,104.5 [102.1-107.2]
24009,Poland,1950,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,119.2 [114.9-123.4]
24010,Poland,1950,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,129.2 [124.5-133.8]
24011,Poland,1950,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,108.6 [104.8-112.5]
24012,Portugal,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.68 [3.43-3.95]
24013,Portugal,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,4.03 [3.75-4.34]
24014,Portugal,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.31 [3.07-3.57]
24015,Portugal,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.67 [3.49-3.86]
24016,Portugal,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,4.02 [3.81-4.24]
24017,Portugal,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.29 [3.11-3.48]
24018,Portugal,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.65 [3.49-3.81]
24019,Portugal,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,4 [3.82-4.2]
24020,Portugal,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.28 [3.12-3.44]
24021,Portugal,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.63 [3.48-3.79]
24022,Portugal,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,3.98 [3.8-4.17]
24023,Portugal,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.26 [3.1-3.42]
24024,Portugal,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.62 [3.47-3.78]
24025,Portugal,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,3.97 [3.79-4.16]
24026,Portugal,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.25 [3.1-3.41]
24027,Portugal,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.62 [3.48-3.78]
24028,Portugal,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,3.97 [3.8-4.16]
24029,Portugal,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.25 [3.11-3.41]
24030,Portugal,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.64 [3.49-3.8]
24031,Portugal,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,3.99 [3.81-4.17]
24032,Portugal,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.28 [3.13-3.44]
24033,Portugal,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.68 [3.54-3.83]
24034,Portugal,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,4.02 [3.86-4.2]
24035,Portugal,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.31 [3.17-3.47]
24036,Portugal,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.73 [3.59-3.88]
24037,Portugal,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,4.08 [3.92-4.26]
24038,Portugal,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.37 [3.22-3.52]
24039,Portugal,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.81 [3.67-3.96]
24040,Portugal,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,4.16 [3.99-4.35]
24041,Portugal,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.44 [3.29-3.59]
24042,Portugal,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,3.91 [3.77-4.06]
24043,Portugal,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,4.27 [4.1-4.45]
24044,Portugal,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.53 [3.38-3.68]
24045,Portugal,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.03 [3.88-4.18]
24046,Portugal,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,4.39 [4.22-4.58]
24047,Portugal,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.64 [3.49-3.8]
24048,Portugal,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.17 [4.02-4.32]
24049,Portugal,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,4.56 [4.38-4.73]
24050,Portugal,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.77 [3.62-3.93]
24051,Portugal,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.37 [4.2-4.52]
24052,Portugal,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,4.77 [4.58-4.95]
24053,Portugal,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,3.94 [3.78-4.11]
24054,Portugal,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,4.64 [4.47-4.81]
24055,Portugal,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,5.07 [4.87-5.26]
24056,Portugal,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,4.2 [4.03-4.37]
24057,Portugal,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,5.03 [4.86-5.2]
24058,Portugal,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,5.49 [5.29-5.69]
24059,Portugal,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,4.55 [4.38-4.72]
24060,Portugal,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,5.51 [5.34-5.69]
24061,Portugal,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,6.01 [5.8-6.22]
24062,Portugal,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,4.99 [4.81-5.17]
24063,Portugal,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,6.05 [5.88-6.25]
24064,Portugal,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,6.61 [6.4-6.83]
24065,Portugal,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,5.46 [5.29-5.66]
24066,Portugal,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,6.62 [6.44-6.83]
24067,Portugal,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,7.24 [7.02-7.48]
24068,Portugal,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,5.98 [5.79-6.18]
24069,Portugal,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,7.19 [6.98-7.41]
24070,Portugal,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,7.89 [7.64-8.14]
24071,Portugal,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,6.45 [6.25-6.67]
24072,Portugal,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,7.7 [7.49-7.92]
24073,Portugal,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,8.45 [8.2-8.71]
24074,Portugal,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,6.92 [6.7-7.13]
24075,Portugal,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.17 [7.96-8.4]
24076,Portugal,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,8.97 [8.71-9.25]
24077,Portugal,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,7.34 [7.11-7.57]
24078,Portugal,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,8.63 [8.41-8.86]
24079,Portugal,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,9.5 [9.24-9.78]
24080,Portugal,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,7.72 [7.49-7.95]
24081,Portugal,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.13 [8.89-9.36]
24082,Portugal,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.05 [9.77-10.34]
24083,Portugal,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.16 [7.91-8.4]
24084,Portugal,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.73 [9.47-9.99]
24085,Portugal,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.74 [10.43-11.06]
24086,Portugal,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.66 [8.4-8.93]
24087,Portugal,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,10.49 [10.24-10.75]
24088,Portugal,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,11.59 [11.28-11.9]
24089,Portugal,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,9.35 [9.09-9.61]
24090,Portugal,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,11.42 [11.14-11.69]
24091,Portugal,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,12.64 [12.31-12.97]
